CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Name,Org_Type,Age_Band,Table_Code,Screened,Invited,Uptake
2017-18,N2,North West,Chester,BSU,50<71,D,not included,not included,z
2017-18,N2,North West,Crewe,BSU,50<71,D,not included,not included,100.0
2017-18,N2,North West,East Lancashire,BSU,50<71,D,not included,not included,100.0
2017-18,N2,North West,Liverpool,BSU,50<71,D,not included,not included,100.0
2017-18,N2,North West,Manchester,BSU,50<71,D,not included,not included,100.0
2017-18,N2,North West,North Lancashire & South Cumbria,BSU,50<71,D,not included,not included,100.0
2017-18,N2,North West,South Lancashire,BSU,50<71,D,not included,not included,100.0
2017-18,N2,North West,"Warrington, Halton, St Helens & Knowsley",BSU,50<71,D,not included,not included,100.0
2017-18,N2,North West,Wirral,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,"City, Sandwell & Walsall",BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,"Dudley, Wolverhampton & South West Staffordshire",BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,Hereford & Worcester,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,Kettering,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,Leicestershire,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,Lincolnshire,BSU,50<71,D,not included,not included,z
2017-18,N3,Midlands,North Derbyshire & Chesterfield,BSU,50<71,D,not included,not included,z
2017-18,N3,Midlands,North Midlands,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,North Nottinghamshire,BSU,50<71,D,not included,not included,z
2017-18,N3,Midlands,Northampton,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,Nottingham City,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,Shropshire,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,South Birmingham,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,South Derbyshire & South East Staffordshire,BSU,50<71,D,not included,not included,100.0
2017-18,N3,Midlands,"Warwickshire, Solihull & Coventry",BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,Beds & Herts,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,Cambridge & Huntingdon,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,Chelmsford & Colchester,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,East Suffolk,BSU,50<71,D,not included,not included,z
2017-18,N4,East of England,Great Yarmouth & Waveney,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,King's Lynn,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,Milton Keynes,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,Norfolk & Norwich,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,Peterborough,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,South Essex,BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,West Essex (Epping),BSU,50<71,D,not included,not included,100.0
2017-18,N4,East of England,West Suffolk,BSU,50<71,D,not included,not included,100.0
2017-18,N5,London,Central & East London,BSU,50<71,D,not included,not included,100.0
2017-18,N5,London,North London,BSU,50<71,D,not included,not included,100.0
2017-18,N5,London,Outer North East London,BSU,50<71,D,not included,not included,100.0
2017-18,N5,London,South East London,BSU,50<71,D,not included,not included,100.0
2017-18,N5,London,South West London,BSU,50<71,D,not included,not included,82.35294117647058
2017-18,N5,London,West of London,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Aylesbury & Wycombe,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Brighton,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Canterbury,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,East Berkshire,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Guildford,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Isle of Wight,BSU,50<71,D,not included,not included,85.71428571428571
2017-18,N6,South East,Maidstone,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Medway,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,North & Mid Hampshire,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Oxfordshire,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Portsmouth,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Southampton & Salisbury,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,West Berkshire,BSU,50<71,D,not included,not included,100.0
2017-18,N6,South East,Worthing,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,Avon,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,Cornwall,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,Dorset,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,Gloucestershire,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,North & East Devon,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,Somerset,BSU,50<71,D,not included,not included,z
2017-18,N7,South West,South Devon,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,West Devon,BSU,50<71,D,not included,not included,100.0
2017-18,N7,South West,Wiltshire,BSU,50<71,D,not included,not included,100.0
2018-19,N1,North East and Yorkshire,Barnsley,BSU,50<71,A,not included,not included,57.74647887323944
2018-19,N1,North East and Yorkshire,Doncaster,BSU,50<71,A,not included,not included,66.37466307277629
2018-19,N1,North East and Yorkshire,Gateshead,BSU,50<71,A,not included,not included,42.439862542955325
2018-19,N1,North East and Yorkshire,Humberside,BSU,50<71,A,not included,not included,63.62960208255857
2018-19,N1,North East and Yorkshire,Leeds Wakefield,BSU,50<71,A,not included,not included,58.95216400911162
2018-19,N1,North East and Yorkshire,Newcastle,BSU,50<71,A,not included,not included,68.59504132231406
2018-19,N1,North East and Yorkshire,North Cumbria,BSU,50<71,A,not included,not included,72.61567516525024
2018-19,N1,North East and Yorkshire,North Tees,BSU,50<71,A,not included,not included,65.55555555555556
2018-19,N1,North East and Yorkshire,North Yorkshire,BSU,50<71,A,not included,not included,66.66666666666666
2018-19,N1,North East and Yorkshire,Pennine,BSU,50<71,A,not included,not included,61.38681169272604
2018-19,N1,North East and Yorkshire,Rotherham,BSU,50<71,A,not included,not included,71.89119170984456
2018-19,N1,North East and Yorkshire,Sheffield,BSU,50<71,A,not included,not included,67.4759736975215
2018-19,N2,North West,Bolton,BSU,50<71,A,not included,not included,65.01626310083122
2018-19,N2,North West,Cheshire & Stockport,BSU,50<71,A,not included,not included,61.14971572962729
2018-19,N2,North West,Crewe,BSU,50<71,A,not included,not included,66.18004866180048
2018-19,N2,North West,East Lancashire,BSU,50<71,A,not included,not included,61.22942884801549
2018-19,N2,North West,Liverpool,BSU,50<71,A,not included,not included,60.57588805166846
2018-19,N2,North West,Manchester,BSU,50<71,A,not included,not included,56.06166783461808
2018-19,N2,North West,North Lancashire & South Cumbria,BSU,50<71,A,not included,not included,62.019867549668874
2018-19,N2,North West,South Lancashire,BSU,50<71,A,not included,not included,66.07495069033531
2018-19,N2,North West,"Warrington, Halton, St Helens & Knowsley",BSU,50<71,A,not included,not included,66.42304385210662
2018-19,N2,North West,Wirral & Chester,BSU,50<71,A,not included,not included,72.66797129810828
2018-19,N3,Midlands,"City, Sandwell & Walsall",BSU,50<71,A,not included,not included,54.8641745994892
2018-19,N3,Midlands,"Dudley, Wolverhampton & South West Staffordshire",BSU,50<71,A,not included,not included,63.03967327887982
2018-19,N3,Midlands,Hereford & Worcester,BSU,50<71,A,not included,not included,61.98406951484432
2018-19,N3,Midlands,Kettering,BSU,50<71,A,not included,not included,59.79049153908138
2018-19,N3,Midlands,Leicestershire,BSU,50<71,A,not included,not included,63.71861569780592
2018-19,N3,Midlands,Lincolnshire,BSU,50<71,A,not included,not included,61.396368190356924
2018-19,N3,Midlands,North Derbyshire & Chesterfield,BSU,50<71,A,not included,not included,66.15776081424937
2018-19,N3,Midlands,North Midlands,BSU,50<71,A,not included,not included,70.53140096618358
2018-19,N3,Midlands,North Nottinghamshire,BSU,50<71,A,not included,not included,74.46153846153845
2018-19,N3,Midlands,Northampton,BSU,50<71,A,not included,not included,65.0081124932396
2018-19,N3,Midlands,Nottingham City,BSU,50<71,A,not included,not included,65.65013404825737
2018-19,N3,Midlands,Shropshire,BSU,50<71,A,not included,not included,67.90484140233723
2018-19,N3,Midlands,South Birmingham,BSU,50<71,A,not included,not included,47.01455092824887
2018-19,N3,Midlands,South Derbyshire & South East Staffordshire,BSU,50<71,A,not included,not included,62.18653761548614
2018-19,N3,Midlands,"Warwickshire, Solihull & Coventry",BSU,50<71,A,not included,not included,62.558139534883715
2018-19,N4,East of England,Beds & Herts,BSU,50<71,A,not included,not included,61.34935304990757
2018-19,N4,East of England,Cambridge & Huntingdon,BSU,50<71,A,not included,not included,48.28256642903435
2018-19,N4,East of England,Chelmsford & Colchester,BSU,50<71,A,not included,not included,59.13421706710853
2018-19,N4,East of England,East Suffolk,BSU,50<71,A,not included,not included,57.24533715925395
2018-19,N4,East of England,Great Yarmouth & Waveney,BSU,50<71,A,not included,not included,34.494773519163765
2018-19,N4,East of England,King's Lynn,BSU,50<71,A,not included,not included,39.743589743589745
2018-19,N4,East of England,Milton Keynes,BSU,50<71,A,not included,not included,63.25396825396825
2018-19,N4,East of England,Norfolk & Norwich,BSU,50<71,A,not included,not included,42.944785276073624
2018-19,N4,East of England,Peterborough,BSU,50<71,A,not included,not included,36.734693877551024
2018-19,N4,East of England,South Essex,BSU,50<71,A,not included,not included,61.62409954158481
2018-19,N4,East of England,West Essex (Epping),BSU,50<71,A,not included,not included,59.530026109660575
2018-19,N4,East of England,West Suffolk,BSU,50<71,A,not included,not included,63.85780118499012
2018-19,N5,London,Central & East London,BSU,50<71,A,not included,not included,44.50410141685309
2018-19,N5,London,North London,BSU,50<71,A,not included,not included,53.93915238474823
2018-19,N5,London,Outer North East London,BSU,50<71,A,not included,not included,60.71641791044776
2018-19,N5,London,South East London,BSU,50<71,A,not included,not included,56.58744808491002
2018-19,N5,London,South West London,BSU,50<71,A,not included,not included,58.0668710760695
2018-19,N5,London,West of London,BSU,50<71,A,not included,not included,52.123296732372005
2018-19,N6,South East,Aylesbury & Wycombe,BSU,50<71,A,not included,not included,67.1280276816609
2018-19,N6,South East,Brighton,BSU,50<71,A,not included,not included,60.99271648233072
2018-19,N6,South East,Canterbury,BSU,50<71,A,not included,not included,61.67664670658682
2018-19,N6,South East,East Berkshire,BSU,50<71,A,not included,not included,61.96557468073293
2018-19,N6,South East,Guildford,BSU,50<71,A,not included,not included,63.33277112497891
2018-19,N6,South East,Isle of Wight,BSU,50<71,A,not included,not included,62.808641975308646
2018-19,N6,South East,Maidstone,BSU,50<71,A,not included,not included,62.07759699624531
2018-19,N6,South East,Medway,BSU,50<71,A,not included,not included,63.6159880463205
2018-19,N6,South East,North & Mid Hampshire,BSU,50<71,A,not included,not included,68.14997939843428
2018-19,N6,South East,Oxfordshire,BSU,50<71,A,not included,not included,67.83532536520585
2018-19,N6,South East,Portsmouth,BSU,50<71,A,not included,not included,56.9437531110005
2018-19,N6,South East,Southampton & Salisbury,BSU,50<71,A,not included,not included,65.3639846743295
2018-19,N6,South East,West Berkshire,BSU,50<71,A,not included,not included,63.62799263351749
2018-19,N6,South East,Worthing,BSU,50<71,A,not included,not included,67.29102167182663
2018-19,N7,South West,Avon,BSU,50<71,A,not included,not included,61.36415137094947
2018-19,N7,South West,Cornwall,BSU,50<71,A,not included,not included,64.4573322286661
2018-19,N7,South West,Dorset,BSU,50<71,A,not included,not included,61.45762711864406
2018-19,N7,South West,Gloucestershire,BSU,50<71,A,not included,not included,71.1092715231788
2018-19,N7,South West,North & East Devon,BSU,50<71,A,not included,not included,41.49888143176734
2018-19,N7,South West,Somerset,BSU,50<71,A,not included,not included,59.92524916943521
2018-19,N7,South West,South Devon,BSU,50<71,A,not included,not included,61.44814090019569
2018-19,N7,South West,West Devon,BSU,50<71,A,not included,not included,64.30278884462152
2018-19,N7,South West,Wiltshire,BSU,50<71,A,not included,not included,65.43657331136738
2018-19,N1,North East and Yorkshire,Barnsley,BSU,50<71,A and C1,not included,not included,86.3853796148657
2018-19,N1,North East and Yorkshire,Doncaster,BSU,50<71,A and C1,not included,not included,86.19903929055303
2018-19,N1,North East and Yorkshire,Gateshead,BSU,50<71,A and C1,not included,not included,88.20240929091827
2018-19,N1,North East and Yorkshire,Humberside,BSU,50<71,A and C1,not included,not included,85.49471132657558
2018-19,N1,North East and Yorkshire,Leeds Wakefield,BSU,50<71,A and C1,not included,not included,83.34500376047097
2018-19,N1,North East and Yorkshire,Newcastle,BSU,50<71,A and C1,not included,not included,87.68050144986967
2018-19,N1,North East and Yorkshire,North Cumbria,BSU,50<71,A and C1,not included,not included,86.93094270906289
2018-19,N1,North East and Yorkshire,North Tees,BSU,50<71,A and C1,not included,not included,87.47805060594722
2018-19,N1,North East and Yorkshire,North Yorkshire,BSU,50<71,A and C1,not included,not included,87.39018256638035
2018-19,N1,North East and Yorkshire,Pennine,BSU,50<71,A and C1,not included,not included,84.79161840039127
2018-19,N1,North East and Yorkshire,Rotherham,BSU,50<71,A and C1,not included,not included,88.16340013212948
2018-19,N1,North East and Yorkshire,Sheffield,BSU,50<71,A and C1,not included,not included,85.3039156791
2018-19,N2,North West,Bolton,BSU,50<71,A and C1,not included,not included,84.01764637591424
2018-19,N2,North West,Cheshire & Stockport,BSU,50<71,A and C1,not included,not included,82.43559718969556
2018-19,N2,North West,Crewe,BSU,50<71,A and C1,not included,not included,83.54419180748474
2018-19,N2,North West,East Lancashire,BSU,50<71,A and C1,not included,not included,84.0766104337175
2018-19,N2,North West,Liverpool,BSU,50<71,A and C1,not included,not included,82.80968581148689
2018-19,N2,North West,Manchester,BSU,50<71,A and C1,not included,not included,80.66590492387002
2018-19,N2,North West,North Lancashire & South Cumbria,BSU,50<71,A and C1,not included,not included,84.08023561251294
2018-19,N2,North West,South Lancashire,BSU,50<71,A and C1,not included,not included,85.70280407215574
2018-19,N2,North West,"Warrington, Halton, St Helens & Knowsley",BSU,50<71,A and C1,not included,not included,86.03985887289024
2018-19,N2,North West,Wirral & Chester,BSU,50<71,A and C1,not included,not included,88.97634106348092
2018-19,N3,Midlands,"City, Sandwell & Walsall",BSU,50<71,A and C1,not included,not included,82.43301064341873
2018-19,N3,Midlands,"Dudley, Wolverhampton & South West Staffordshire",BSU,50<71,A and C1,not included,not included,82.97764227642277
2018-19,N3,Midlands,Hereford & Worcester,BSU,50<71,A and C1,not included,not included,84.91133862449473
2018-19,N3,Midlands,Kettering,BSU,50<71,A and C1,not included,not included,85.76681043625823
2018-19,N3,Midlands,Leicestershire,BSU,50<71,A and C1,not included,not included,83.3904268123322
2018-19,N3,Midlands,Lincolnshire,BSU,50<71,A and C1,not included,not included,84.50392305745382
2018-19,N3,Midlands,North Derbyshire & Chesterfield,BSU,50<71,A and C1,not included,not included,84.57046979865773
2018-19,N3,Midlands,North Midlands,BSU,50<71,A and C1,not included,not included,87.81015892261725
2018-19,N3,Midlands,North Nottinghamshire,BSU,50<71,A and C1,not included,not included,89.82170846394985
2018-19,N3,Midlands,Northampton,BSU,50<71,A and C1,not included,not included,84.84999377567533
2018-19,N3,Midlands,Nottingham City,BSU,50<71,A and C1,not included,not included,85.23102310231023
2018-19,N3,Midlands,Shropshire,BSU,50<71,A and C1,not included,not included,87.21391815731438
2018-19,N3,Midlands,South Birmingham,BSU,50<71,A and C1,not included,not included,71.92569335426478
2018-19,N3,Midlands,South Derbyshire & South East Staffordshire,BSU,50<71,A and C1,not included,not included,80.08491813281806
2018-19,N3,Midlands,"Warwickshire, Solihull & Coventry",BSU,50<71,A and C1,not included,not included,84.1007455393293
2018-19,N4,East of England,Beds & Herts,BSU,50<71,A and C1,not included,not included,85.79415791875856
2018-19,N4,East of England,Cambridge & Huntingdon,BSU,50<71,A and C1,not included,not included,84.1359929468812
2018-19,N4,East of England,Chelmsford & Colchester,BSU,50<71,A and C1,not included,not included,83.11447702008711
2018-19,N4,East of England,East Suffolk,BSU,50<71,A and C1,not included,not included,89.46918933123112
2018-19,N4,East of England,Great Yarmouth & Waveney,BSU,50<71,A and C1,not included,not included,88.09890321339235
2018-19,N4,East of England,King's Lynn,BSU,50<71,A and C1,not included,not included,87.41682974559687
2018-19,N4,East of England,Milton Keynes,BSU,50<71,A and C1,not included,not included,82.47205230963932
2018-19,N4,East of England,Norfolk & Norwich,BSU,50<71,A and C1,not included,not included,89.33512017983746
2018-19,N4,East of England,Peterborough,BSU,50<71,A and C1,not included,not included,86.1618617575547
2018-19,N4,East of England,South Essex,BSU,50<71,A and C1,not included,not included,82.93631502187651
2018-19,N4,East of England,West Essex (Epping),BSU,50<71,A and C1,not included,not included,80.80473160677481
2018-19,N4,East of England,West Suffolk,BSU,50<71,A and C1,not included,not included,85.70836785418393
2018-19,N5,London,Central & East London,BSU,50<71,A and C1,not included,not included,63.635302812244745
2018-19,N5,London,North London,BSU,50<71,A and C1,not included,not included,79.54454957431881
2018-19,N5,London,Outer North East London,BSU,50<71,A and C1,not included,not included,82.45809594583436
2018-19,N5,London,South East London,BSU,50<71,A and C1,not included,not included,79.83339549919184
2018-19,N5,London,South West London,BSU,50<71,A and C1,not included,not included,80.78050931540074
2018-19,N5,London,West of London,BSU,50<71,A and C1,not included,not included,77.63370770709747
2018-19,N6,South East,Aylesbury & Wycombe,BSU,50<71,A and C1,not included,not included,85.85291887793784
2018-19,N6,South East,Brighton,BSU,50<71,A and C1,not included,not included,81.80421192330527
2018-19,N6,South East,Canterbury,BSU,50<71,A and C1,not included,not included,86.1036729147516
2018-19,N6,South East,East Berkshire,BSU,50<71,A and C1,not included,not included,82.70408466615137
2018-19,N6,South East,Guildford,BSU,50<71,A and C1,not included,not included,84.4920231599117
2018-19,N6,South East,Isle of Wight,BSU,50<71,A and C1,not included,not included,83.98847499485491
2018-19,N6,South East,Maidstone,BSU,50<71,A and C1,not included,not included,85.32591106220467
2018-19,N6,South East,Medway,BSU,50<71,A and C1,not included,not included,82.82787437660062
2018-19,N6,South East,North & Mid Hampshire,BSU,50<71,A and C1,not included,not included,86.05382881925252
2018-19,N6,South East,Oxfordshire,BSU,50<71,A and C1,not included,not included,82.4989741485433
2018-19,N6,South East,Portsmouth,BSU,50<71,A and C1,not included,not included,81.4605600032511
2018-19,N6,South East,Southampton & Salisbury,BSU,50<71,A and C1,not included,not included,85.71899736147758
2018-19,N6,South East,West Berkshire,BSU,50<71,A and C1,not included,not included,83.65750298815604
2018-19,N6,South East,Worthing,BSU,50<71,A and C1,not included,not included,83.58106366526334
2018-19,N7,South West,Avon,BSU,50<71,A and C1,not included,not included,83.02667570663736
2018-19,N7,South West,Cornwall,BSU,50<71,A and C1,not included,not included,84.65013456362938
2018-19,N7,South West,Dorset,BSU,50<71,A and C1,not included,not included,83.42522748029631
2018-19,N7,South West,Gloucestershire,BSU,50<71,A and C1,not included,not included,86.55171040579826
2018-19,N7,South West,North & East Devon,BSU,50<71,A and C1,not included,not included,84.02525349148651
2018-19,N7,South West,Somerset,BSU,50<71,A and C1,not included,not included,85.05427792354787
2018-19,N7,South West,South Devon,BSU,50<71,A and C1,not included,not included,87.15714502197302
2018-19,N7,South West,West Devon,BSU,50<71,A and C1,not included,not included,87.18944949108023
2018-19,N7,South West,Wiltshire,BSU,50<71,A and C1,not included,not included,85.13201394864363
2018-19,N1,North East and Yorkshire,Barnsley,BSU,50<71,A to C2,not included,not included,71.67401277323019
2018-19,N1,North East and Yorkshire,Doncaster,BSU,50<71,A to C2,not included,not included,73.68494488628436
2018-19,N1,North East and Yorkshire,Gateshead,BSU,50<71,A to C2,not included,not included,74.78371080619385
2018-19,N1,North East and Yorkshire,Humberside,BSU,50<71,A to C2,not included,not included,73.39236279875743
2018-19,N1,North East and Yorkshire,Leeds Wakefield,BSU,50<71,A to C2,not included,not included,68.94100515414536
2018-19,N1,North East and Yorkshire,Newcastle,BSU,50<71,A to C2,not included,not included,75.89269571506057
2018-19,N1,North East and Yorkshire,North Cumbria,BSU,50<71,A to C2,not included,not included,77.05001701258931
2018-19,N1,North East and Yorkshire,North Tees,BSU,50<71,A to C2,not included,not included,74.4876447960359
2018-19,N1,North East and Yorkshire,North Yorkshire,BSU,50<71,A to C2,not included,not included,76.23137868259788
2018-19,N1,North East and Yorkshire,Pennine,BSU,50<71,A to C2,not included,not included,71.61286590304292
2018-19,N1,North East and Yorkshire,Rotherham,BSU,50<71,A to C2,not included,not included,77.03259312320917
2018-19,N1,North East and Yorkshire,Sheffield,BSU,50<71,A to C2,not included,not included,73.34850957821493
2018-19,N2,North West,Bolton,BSU,50<71,A to C2,not included,not included,70.53278924076096
2018-19,N2,North West,Cheshire & Stockport,BSU,50<71,A to C2,not included,not included,69.17787995106931
2018-19,N2,North West,Crewe,BSU,50<71,A to C2,not included,not included,72.3747016706444
2018-19,N2,North West,East Lancashire,BSU,50<71,A to C2,not included,not included,68.86613426108958
2018-19,N2,North West,Liverpool,BSU,50<71,A to C2,not included,not included,64.87766017981109
2018-19,N2,North West,Manchester,BSU,50<71,A to C2,not included,not included,65.31202771941464
2018-19,N2,North West,North Lancashire & South Cumbria,BSU,50<71,A to C2,not included,not included,69.08084289023219
2018-19,N2,North West,South Lancashire,BSU,50<71,A to C2,not included,not included,71.44850412096827
2018-19,N2,North West,"Warrington, Halton, St Helens & Knowsley",BSU,50<71,A to C2,not included,not included,72.60913632085716
2018-19,N2,North West,Wirral & Chester,BSU,50<71,A to C2,not included,not included,78.31831831831832
2018-19,N3,Midlands,"City, Sandwell & Walsall",BSU,50<71,A to C2,not included,not included,66.32356571775833
2018-19,N3,Midlands,"Dudley, Wolverhampton & South West Staffordshire",BSU,50<71,A to C2,not included,not included,70.94076028300755
2018-19,N3,Midlands,Hereford & Worcester,BSU,50<71,A to C2,not included,not included,72.7022079595019
2018-19,N3,Midlands,Kettering,BSU,50<71,A to C2,not included,not included,74.38970261873058
2018-19,N3,Midlands,Leicestershire,BSU,50<71,A to C2,not included,not included,72.35640790299985
2018-19,N3,Midlands,Lincolnshire,BSU,50<71,A to C2,not included,not included,73.46475924633636
2018-19,N3,Midlands,North Derbyshire & Chesterfield,BSU,50<71,A to C2,not included,not included,73.53259469208967
2018-19,N3,Midlands,North Midlands,BSU,50<71,A to C2,not included,not included,74.89495798319328
2018-19,N3,Midlands,North Nottinghamshire,BSU,50<71,A to C2,not included,not included,80.88069554017066
2018-19,N3,Midlands,Northampton,BSU,50<71,A to C2,not included,not included,74.47214960788257
2018-19,N3,Midlands,Nottingham City,BSU,50<71,A to C2,not included,not included,74.03716008367172
2018-19,N3,Midlands,Shropshire,BSU,50<71,A to C2,not included,not included,76.35735240927542
2018-19,N3,Midlands,South Birmingham,BSU,50<71,A to C2,not included,not included,56.85348136774346
2018-19,N3,Midlands,South Derbyshire & South East Staffordshire,BSU,50<71,A to C2,not included,not included,69.14056382145654
2018-19,N3,Midlands,"Warwickshire, Solihull & Coventry",BSU,50<71,A to C2,not included,not included,71.9304150276615
2018-19,N4,East of England,Beds & Herts,BSU,50<71,A to C2,not included,not included,72.33155790395728
2018-19,N4,East of England,Cambridge & Huntingdon,BSU,50<71,A to C2,not included,not included,72.2235405790223
2018-19,N4,East of England,Chelmsford & Colchester,BSU,50<71,A to C2,not included,not included,72.79304008002046
2018-19,N4,East of England,East Suffolk,BSU,50<71,A to C2,not included,not included,78.30866807610994
2018-19,N4,East of England,Great Yarmouth & Waveney,BSU,50<71,A to C2,not included,not included,75.21764792681127
2018-19,N4,East of England,King's Lynn,BSU,50<71,A to C2,not included,not included,73.45355269775128
2018-19,N4,East of England,Milton Keynes,BSU,50<71,A to C2,not included,not included,72.15336308048256
2018-19,N4,East of England,Norfolk & Norwich,BSU,50<71,A to C2,not included,not included,77.14780562726709
2018-19,N4,East of England,Peterborough,BSU,50<71,A to C2,not included,not included,73.39940223375805
2018-19,N4,East of England,South Essex,BSU,50<71,A to C2,not included,not included,68.88398262232035
2018-19,N4,East of England,West Essex (Epping),BSU,50<71,A to C2,not included,not included,68.38633840527656
2018-19,N4,East of England,West Suffolk,BSU,50<71,A to C2,not included,not included,74.91980360065466
2018-19,N5,London,Central & East London,BSU,50<71,A to C2,not included,not included,50.43803074277115
2018-19,N5,London,North London,BSU,50<71,A to C2,not included,not included,65.42792792792793
2018-19,N5,London,Outer North East London,BSU,50<71,A to C2,not included,not included,70.0310462589258
2018-19,N5,London,South East London,BSU,50<71,A to C2,not included,not included,65.62858612638993
2018-19,N5,London,South West London,BSU,50<71,A to C2,not included,not included,67.43103753683634
2018-19,N5,London,West of London,BSU,50<71,A to C2,not included,not included,61.86446205524574
2018-19,N6,South East,Aylesbury & Wycombe,BSU,50<71,A to C2,not included,not included,75.51145914476652
2018-19,N6,South East,Brighton,BSU,50<71,A to C2,not included,not included,69.61901925211882
2018-19,N6,South East,Canterbury,BSU,50<71,A to C2,not included,not included,74.09375768001965
2018-19,N6,South East,East Berkshire,BSU,50<71,A to C2,not included,not included,70.15097690941386
2018-19,N6,South East,Guildford,BSU,50<71,A to C2,not included,not included,71.807042719947
2018-19,N6,South East,Isle of Wight,BSU,50<71,A to C2,not included,not included,73.17297380113375
2018-19,N6,South East,Maidstone,BSU,50<71,A to C2,not included,not included,73.4445980643887
2018-19,N6,South East,Medway,BSU,50<71,A to C2,not included,not included,69.96746504222622
2018-19,N6,South East,North & Mid Hampshire,BSU,50<71,A to C2,not included,not included,75.59758250713024
2018-19,N6,South East,Oxfordshire,BSU,50<71,A to C2,not included,not included,72.24718369473204
2018-19,N6,South East,Portsmouth,BSU,50<71,A to C2,not included,not included,69.04068458189461
2018-19,N6,South East,Southampton & Salisbury,BSU,50<71,A to C2,not included,not included,74.58386277001271
2018-19,N6,South East,West Berkshire,BSU,50<71,A to C2,not included,not included,71.28750315152533
2018-19,N6,South East,Worthing,BSU,50<71,A to C2,not included,not included,72.53837556736538
2018-19,N7,South West,Avon,BSU,50<71,A to C2,not included,not included,70.96739011887882
2018-19,N7,South West,Cornwall,BSU,50<71,A to C2,not included,not included,71.82428045877516
2018-19,N7,South West,Dorset,BSU,50<71,A to C2,not included,not included,71.8293513636249
2018-19,N7,South West,Gloucestershire,BSU,50<71,A to C2,not included,not included,74.87983809764735
2018-19,N7,South West,North & East Devon,BSU,50<71,A to C2,not included,not included,73.13106154949244
2018-19,N7,South West,Somerset,BSU,50<71,A to C2,not included,not included,72.10053725062929
2018-19,N7,South West,South Devon,BSU,50<71,A to C2,not included,not included,75.27970165157166
2018-19,N7,South West,West Devon,BSU,50<71,A to C2,not included,not included,76.65678821457715
2018-19,N7,South West,Wiltshire,BSU,50<71,A to C2,not included,not included,73.62975778546713
2018-19,N1,North East and Yorkshire,Barnsley,BSU,50<71,A to D,not included,not included,71.67910783343827
2018-19,N1,North East and Yorkshire,Doncaster,BSU,50<71,A to D,not included,not included,73.69350939185419
2018-19,N1,North East and Yorkshire,Gateshead,BSU,50<71,A to D,not included,not included,74.7878787878788
2018-19,N1,North East and Yorkshire,Humberside,BSU,50<71,A to D,not included,not included,73.39686027594075
2018-19,N1,North East and Yorkshire,Leeds Wakefield,BSU,50<71,A to D,not included,not included,68.94814474263931
2018-19,N1,North East and Yorkshire,Newcastle,BSU,50<71,A to D,not included,not included,75.89868727264512
2018-19,N1,North East and Yorkshire,North Cumbria,BSU,50<71,A to D,not included,not included,77.05392073481885
2018-19,N1,North East and Yorkshire,North Tees,BSU,50<71,A to D,not included,not included,74.4909711206241
2018-19,N1,North East and Yorkshire,North Yorkshire,BSU,50<71,A to D,not included,not included,76.2319881031742
2018-19,N1,North East and Yorkshire,Pennine,BSU,50<71,A to D,not included,not included,71.61669719463994
